Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:34,31-01-2024 22:50:38,3.949s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:38,31-01-2024 22:50:39,0.339s,PASSED
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:50:39,31-01-2024 22:50:39,0.347s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:50:39,31-01-2024 22:50:39,0.220s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:50:39,31-01-2024 22:50:56,16.699s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:39,31-01-2024 22:50:39,0.011s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:39,31-01-2024 22:50:46,6.518s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:50:46,31-01-2024 22:50:47,1.221s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:50:47,31-01-2024 22:50:48,0.690s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:50:48,31-01-2024 22:50:49,1.004s,PASSED
"verifyElementPresent(findTestObject(""ESO/Page_Home/Search Bar/div_Character suggestion""), 0)",Chrome 120.0.0.0,,,31-01-2024 22:50:49,31-01-2024 22:50:49,0.280s,PASSED
"click(findTestObject(""ESO/Page_Home/Search Bar/a_Character suggestion""))",Chrome 120.0.0.0,,,31-01-2024 22:50:49,31-01-2024 22:50:51,2.377s,PASSED
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:51,31-01-2024 22:50:55,3.688s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:55,31-01-2024 22:50:55,0.342s,PASSED
